timestamp,datetime,ttft,tokens,throughput,avg_inter_token,total_duration,error
1737513842.7916565,2025-01-22T02:44:02.791656,0.14663386344909668,200,7.704566325395847,0.12979200497344512,25.975472450256348,
1737513843.2928133,2025-01-22T02:44:03.292813,0.16077947616577148,200,7.219232946943704,0.13851732464890984,27.72603487968445,
1737513844.2931905,2025-01-22T02:44:04.293190,0.25818395614624023,200,7.212042055073302,0.138655293526961,27.850923776626587,
1737513845.794378,2025-01-22T02:44:05.794378,0.26058197021484375,199,7.16380576118317,0.13887827564971617,27.899522304534912,
1737513847.795381,2025-01-22T02:44:07.795381,0.17351245880126953,200,7.185620454807167,0.1391652696695759,27.867711067199707,
1737513850.2958302,2025-01-22T02:44:10.295830,0.2849102020263672,199,7.133026211558229,0.13948071364200476,28.04311466217041,
1737513853.2975404,2025-01-22T02:44:13.297540,0.17446565628051758,199,7.115108202315216,0.13983212336145265,28.0025737285614,
1737513856.798082,2025-01-22T02:44:16.798082,0.25653624534606934,200,7.129416906368446,0.14026298355217556,28.169057369232178,
1737513860.8001673,2025-01-22T02:44:20.800167,0.26096558570861816,199,7.069027014801872,0.14074017905225658,28.270478010177612,
1737513865.3013592,2025-01-22T02:44:25.301359,0.24404549598693848,200,7.088832995618599,0.1410648858726923,28.316367149353027,
1737513868.767171,2025-01-22T02:44:28.767171,0.2828962802886963,200,7.073470957287004,0.14137176293224546,28.416184902191162,
1737513871.018896,2025-01-22T02:44:31.018896,0.28310394287109375,200,7.063773258789974,0.1415658021093014,28.455016136169434,
1737513872.1441643,2025-01-22T02:44:32.144164,0.2827315330505371,200,7.0593201389538365,0.14165479933197175,28.47241497039795,
1737513873.69395,2025-01-22T02:44:33.693950,0.283430814743042,199,7.017604010394582,0.14177414263137664,28.498188972473145,
1737513875.6631444,2025-01-22T02:44:35.663144,0.2825443744659424,200,7.043211121669179,0.14197857775280823,28.536702394485474,
1737513878.3389957,2025-01-22T02:44:38.338996,0.2841525077819824,199,6.993991417002991,0.14225712689486417,28.594167232513428,
1737513881.3001528,2025-01-22T02:44:41.300153,0.2843317985534668,199,6.977252822857456,0.1425954272048642,28.66226291656494,
1737513884.9671783,2025-01-22T02:44:44.967178,0.2862124443054199,199,6.956534768752267,0.14302681552039254,28.748659133911133,
1737513889.070696,2025-01-22T02:44:49.070696,0.28737568855285645,199,6.93361721289161,0.14349913597106934,28.84389877319336,
1737513893.6177661,2025-01-22T02:44:53.617766,0.2845492362976074,186,6.951230834729021,0.1438567573959763,26.89854097366333,
1737513897.1834085,2025-01-22T02:44:57.183408,0.28872179985046387,200,6.940280196020605,0.14408475070742507,28.961915731430054,
1737513899.473964,2025-01-22T02:44:59.473964,0.29048609733581543,200,6.938050530369877,0.14413115247410146,28.9728946685791,
1737513900.6166296,2025-01-22T02:45:00.616630,0.28427791595458984,199,6.900220992273538,0.1441954169610534,28.979011058807373,
1737513902.1921833,2025-01-22T02:45:02.192183,0.2902340888977051,199,6.901599426299569,0.1441686779561669,28.979236125946045,
1737513904.199974,2025-01-22T02:45:04.199974,0.289691686630249,200,6.9381714121316636,0.14412805183448985,28.97160053253174,
1737513906.9332044,2025-01-22T02:45:06.933204,0.28641557693481445,199,6.9069494388549835,0.14406916469034522,28.953195571899414,
1737513909.9624693,2025-01-22T02:45:09.962469,0.2888462543487549,199,6.915299409432808,0.14389216779458402,28.92101216316223,
1737513913.7158806,2025-01-22T02:45:13.715881,0.2909257411956787,199,6.9290239440877714,0.14359558471525558,28.866379022598267,
1737513917.9146333,2025-01-22T02:45:17.914633,0.2915670871734619,199,6.9495853669919425,0.14317341043491555,28.782475471496582,
1737513920.5163622,2025-01-22T02:45:20.516362,0.29255127906799316,200,6.996707894580771,0.14292244096497195,28.734498977661133,
1737513926.1453762,2025-01-22T02:45:26.145376,0.28902268409729004,199,6.987574767344883,0.14239321814643013,28.62503433227539,
1737513928.4468992,2025-01-22T02:45:28.446899,0.2893080711364746,200,7.031536802832461,0.1422148745263641,28.590375900268555,
1737513929.5956926,2025-01-22T02:45:29.595693,0.288602352142334,200,7.034571185221289,0.14215337690995566,28.577462434768677,
1737513931.1714826,2025-01-22T02:45:31.171483,0.2883281707763672,199,7.00305593068063,0.14207560486263698,28.561699390411377,
1737513933.1716254,2025-01-22T02:45:33.171625,0.2875373363494873,200,7.04301963340569,0.14198233614015818,28.542463541030884,
